SD_Picker,SD_Lines,Date
79,5,11/16/2007
106,9,11/16/2007
278,300,11/16/2007
278,250,11/16/2007
306,300,11/16/2007
306,250,11/16/2007
79,142,11/16/2007
79,96,11/16/2007
904,92,11/16/2007
148,81,11/16/2007
930,167,11/16/2007
ex,69,11/19/2007
79,7,11/19/2007
91,10,11/19/2007
278,251,11/19/2007
278,290,11/19/2007
306,290,11/19/2007
79,43,11/19/2007
904,149,11/19/2007
930,85,11/19/2007
EX,15,11/20/2007
79,17,11/20/2007
91,9,11/20/2007
278,300,11/20/2007
278,275,11/20/2007
306,300,11/20/2007
306,275,11/20/2007
79,174,11/20/2007
79,77,11/20/2007
904,107,11/20/2007
904,110,11/20/2007
930,160,11/20/2007
918,25,11/20/2007
909,25,11/20/2007
148,225,11/20/2007
E,127,11/21/2007
79,77,11/21/2007
EN,31,11/21/2007
278,300,11/21/2007
278,275,11/21/2007
306,275,11/21/2007
904,152,11/21/2007
930,80,11/21/2007
918,50,11/21/2007
909,50,11/21/2007
306,6,11/21/2007
e,15,11/26/2007
79,10,11/26/2007
EN,9,11/26/2007
278,275,11/26/2007
278,300,11/26/2007
306,41,11/26/2007
306,300,11/26/2007
79,79,11/26/2007
904,88,11/26/2007
EXP,253,11/27/2007
79,25,11/27/2007
278,300,11/27/2007
278,300,11/27/2007
306,300,11/27/2007
306,300,11/27/2007
904,175,11/27/2007
904,158,11/27/2007
930,175,11/27/2007
930,158,11/27/2007
918,31,11/27/2007
918,163,11/27/2007
185,175,11/27/2007
148,158,11/27/2007
106,21,11/27/2007
ex,57,11/28/2007
79,31,11/28/2007
278,232,11/28/2007
278,318,11/28/2007
306,169,11/28/2007
306,318,11/28/2007
904,117,11/28/2007
930,84,11/28/2007
106,5,11/28/2007
EX,52,11/29/2007
79,12,11/29/2007
en,1,11/29/2007
278,250,11/29/2007
278,325,11/29/2007
306,86,11/29/2007
306,325,11/29/2007
79,108,11/29/2007
904,163,11/29/2007
930,70,11/29/2007
918,31,11/29/2007
909,31,11/29/2007
e,26,11/30/2007
79,9,11/30/2007
306,276,11/30/2007
306,274,11/30/2007
79,130,11/30/2007
79,159,11/30/2007
904,117,11/30/2007
930,122,11/30/2007
918,25,11/30/2007
909,25,11/30/2007
185,6,11/30/2007
148,192,11/30/2007
ex,15,12/3/2007
79,3,12/3/2007
278,300,12/3/2007
278,252,12/3/2007
306,195,12/3/2007
306,252,12/3/2007
79,105,12/3/2007
904,108,12/3/2007
930,60,12/3/2007
918,75,12/3/2007
909,75,12/3/2007
106,10,12/3/2007
e,182,12/4/2007
79,10,12/4/2007
278,325,12/4/2007
278,225,12/4/2007
306,325,12/4/2007
306,225,12/4/2007
79,139,12/4/2007
79,126,12/4/2007
148,5,12/4/2007
148,138,12/4/2007
930,139,12/4/2007
918,25,12/4/2007
909,25,12/4/2007
185,139,12/4/2007
185,93,12/4/2007
106,12,12/4/2007
79,5,12/5/2007
e,157,12/5/2007
106,24,12/5/2007
278,275,12/5/2007
278,275,12/5/2007
306,150,12/5/2007
306,275,12/5/2007
79,155,12/5/2007
904,107,12/5/2007
930,138,12/5/2007
106,8,12/5/2007
e,25,12/6/2007
79,3,12/6/2007
106,8,12/6/2007
278,275,12/6/2007
278,275,12/6/2007
306,44,12/6/2007
306,275,12/6/2007
79,96,12/6/2007
904,150,12/6/2007
930,92,12/6/2007
,,12/6/2007
e,42,12/7/2007
79,9,12/7/2007
278,297,12/7/2007
278,253,12/7/2007
306,202,12/7/2007
306,253,12/7/2007
79,78,12/7/2007
904,150,12/7/2007
930,50,12/7/2007
918,16,12/7/2007
909,16,12/7/2007
106,4,12/7/2007
E,120,12/10/2007
SAUDI,100,12/10/2007
79,2,12/10/2007
106,22,12/10/2007
278,275,12/10/2007
278,275,12/10/2007
306,164,12/10/2007
306,275,12/10/2007
79,98,12/10/2007
904,146,12/10/2007
930,24,12/10/2007
918,25,12/10/2007
909,25,12/10/2007
e,76,12/11/2007
79,4,12/11/2007
278,250,12/11/2007
278,300,12/11/2007
79,186,12/11/2007
904,165,12/11/2007
930,84,12/11/2007
918,25,12/11/2007
909,25,12/11/2007
91,8,12/11/2007
306,93,12/11/2007
306,300,12/11/2007
e,75,12/12/2007
79,14,12/12/2007
278,250,12/12/2007
278,300,12/12/2007
306,214,12/12/2007
306,300,12/12/2007
79,83,12/12/2007
904,150,12/12/2007
930,82,12/12/2007
918,49,12/12/2007
909,49,12/12/2007
91,1,12/12/2007
exp,17,12/13/2007
79,44,12/13/2007
278,335,12/13/2007
278,215,12/13/2007
306,300,12/13/2007
306,215,12/13/2007
79,106,12/13/2007
904,124,12/13/2007
930,122,12/13/2007
918,49,12/13/2007
918,49,12/13/2007
91,5,12/13/2007
exp,21,12/14/2007
79,10,12/14/2007
278,300,12/14/2007
278,255,12/14/2007
306,245,12/14/2007
306,255,12/14/2007
79,87,12/14/2007
904,150,12/14/2007
909,50,12/14/2007
918,50,12/14/2007
91,2,12/14/2007
exp,123,12/17/2007
79,10,12/17/2007
278,300,12/17/2007
278,250,12/17/2007
306,285,12/17/2007
306,250,12/17/2007
79,170,12/17/2007
185,54,12/17/2007
930,129,12/17/2007
918,25,12/17/2007
909,25,12/17/2007
91,14,12/17/2007
E,33,12/18/2007
79,27,12/18/2007
278,300,12/18/2007
278,250,12/18/2007
306,300,12/18/2007
306,250,12/18/2007
79,101,12/18/2007
904,81,12/18/2007
904,124,12/18/2007
930,137,12/18/2007
918,100,12/18/2007
909,100,12/18/2007
185,269,12/18/2007
148,217,12/18/2007
91,15,12/18/2007
79,162,12/18/2007
e,90,12/19/2007
79,29,12/19/2007
278,276,12/19/2007
278,274,12/19/2007
306,233,12/19/2007
306,274,12/19/2007
79,104,12/19/2007
904,133,12/19/2007
930,133,12/19/2007
909,89,12/19/2007
91,8,12/19/2007
e,33,12/20/2007
79,17,12/20/2007
278,317,12/20/2007
278,233,12/20/2007
306,64,12/20/2007
306,233,12/20/2007
79,113,12/20/2007
904,105,12/20/2007
930,65,12/20/2007
918,75,12/20/2007
909,75,12/20/2007
saudi,44,12/20/2007
91,17,12/20/2007
E,39,12/21/2007
930,23,12/21/2007
EN,11,12/21/2007
278,68,12/21/2007
278,345,12/21/2007
306,219,12/21/2007
306,331,12/21/2007
930,118,12/21/2007
106,5,12/21/2007
930,32,12/26/2007
EXP,131,12/26/2007
91,1,12/26/2007
918,44,12/26/2007
909,68,12/26/2007
278,250,12/26/2007
278,300,12/26/2007
306,69,12/26/2007
306,300,12/26/2007
904,162,12/26/2007
EX,79,12/27/2007
930,12,12/27/2007
278,300,12/27/2007
278,250,12/27/2007
306,300,12/27/2007
306,250,12/27/2007
904,15,12/27/2007
904,146,12/27/2007
930,145,12/27/2007
918,11,12/27/2007
909,11,12/27/2007
185,70,12/27/2007
en,11,12/27/2007
EXPORT,3,12/28/2007
930,1,12/28/2007
91,5,12/28/2007
278,275,12/28/2007
278,290,12/28/2007
306,275,12/28/2007
306,290,12/28/2007
904,141,12/28/2007
904,136,12/28/2007
930,56,12/28/2007
930,159,12/28/2007
,0,12/28/2007
EXPORTS,53,1/2/2008
79,3,1/2/2008
EN,2,1/2/2008
278,229,1/2/2008
278,321,1/2/2008
306,229,1/2/2008
306,321,1/2/2008
904,44,1/2/2008
904,154,1/2/2008
930,166,1/2/2008
918,100,1/2/2008
909,100,1/2/2008
185,225,1/2/2008
148,225,1/2/2008
exp,105,1/3/2008
79,15,1/3/2008
278,270,1/3/2008
278,280,1/3/2008
306,270,1/3/2008
306,280,1/3/2008
79,63,1/3/2008
79,84,1/3/2008
904,152,1/3/2008
930,152,1/3/2008
918,50,1/3/2008
909,50,1/3/2008
185,50,1/3/2008
185,107,1/3/2008
106,12,1/3/2008
ex,71,1/4/2008
79,31,1/4/2008
278,275,1/4/2008
278,275,1/4/2008
306,230,1/4/2008
306,275,1/4/2008
79,95,1/4/2008
904,136,1/4/2008
930,59,1/4/2008
909,75,1/4/2008
EXPORTS,124,1/7/2008
79,6,1/7/2008
278,275,1/7/2008
278,270,1/7/2008
306,275,1/7/2008
306,270,1/7/2008
79,98,1/7/2008
79,90,1/7/2008
904,147,1/7/2008
918,50,1/7/2008
909,50,1/7/2008
185,69,1/7/2008
91,7,1/7/2008
EXP,126,1/8/2008
EN,12,1/8/2008
237,121,1/8/2008
237,70,1/8/2008
306,236,1/8/2008
79,9,1/8/2008
79,175,1/8/2008
79,216,1/8/2008
904,175,1/8/2008
904,150,1/8/2008
148,150,1/8/2008
148,125,1/8/2008
918,175,1/8/2008
909,100,1/8/2008
185,175,1/8/2008
185,150,1/8/2008
E,208,1/9/2008
79,5,1/9/2008
237,76,1/9/2008
306,275,1/9/2008
306,300,1/9/2008
79,208,1/9/2008
148,138,1/9/2008
145,98,1/9/2008
145,77,1/9/2008
918,34,1/9/2008
185,137,1/9/2008
185,138,1/9/2008
EN,13,1/9/2008
278,275,1/10/2008
278,275,1/10/2008
306,99,1/10/2008
306,275,1/10/2008
79,5,1/10/2008
79,155,1/10/2008
148,135,1/10/2008
918,8,1/10/2008
185,98,1/10/2008
E,45,1/10/2008
EN,19,1/10/2008
918,17,1/10/2008
,,1/10/2008
E,55,1/11/2008
79,54,1/11/2008
278,275,1/11/2008
278,250,1/11/2008
306,171,1/11/2008
306,250,1/11/2008
79,54,1/11/2008
904,127,1/11/2008
918,45,1/11/2008
909,45,1/11/2008
185,106,1/11/2008
EN,12,1/11/2008
EXPORTS,153,1/14/2008
79,4,1/14/2008
79,7,1/15/2008
EXP,88,1/15/2008
278,275,1/15/2008
278,275,1/15/2008
306,275,1/15/2008
306,275,1/15/2008
79,125,1/15/2008
79,145,1/15/2008
185,105,1/15/2008
148,134,1/15/2008
918,100,1/15/2008
909,100,1/15/2008
en,4,1/15/2008
E,85,1/16/2008
79,9,1/16/2008
EN,19,1/16/2008
278,300,1/16/2008
278,250,1/16/2008
306,132,1/16/2008
306,250,1/16/2008
79,165,1/16/2008
185,125,1/16/2008
918,75,1/16/2008
909,75,1/16/2008
148,78,1/16/2008
EX,22,1/17/2008
79,19,1/17/2008
278,250,1/17/2008
278,300,1/17/2008
306,185,1/17/2008
306,300,1/17/2008
79,155,1/17/2008
918,11,1/17/2008
909,75,1/17/2008
185,55,1/17/2008
148,133,1/17/2008
en,8,1/17/2008
ex,21,1/18/2008
ca,74,1/18/2008
79,6,1/18/2008
en,10,1/18/2008
278,300,1/18/2008
278,250,1/18/2008
306,155,1/18/2008
306,250,1/18/2008
79,116,1/18/2008
909,42,1/18/2008
185,98,1/18/2008
NICK,150,1/18/2008
185,67,1/21/2008
exports,163,1/21/2008
306,234,1/21/2008
278,295,1/21/2008
306,295,1/21/2008
918,75,1/21/2008
909,75,1/21/2008
temp Nick,75,1/21/2008
185,49,1/21/2008
148,34,1/21/2008
supervisor,65,1/21/2008
EXPORTS,51,1/22/2008
79,18,1/22/2008
278,300,1/22/2008
278,230,1/22/2008
306,300,1/22/2008
306,230,1/22/2008
79,10,1/22/2008
79,182,1/22/2008
918,32,1/22/2008
185,175,1/22/2008
148,175,1/22/2008
91,6,1/22/2008
exports,138,1/23/2008
79,11,1/23/2008
en,21,1/23/2008
278,250,1/23/2008
278,300,1/23/2008
306,218,1/23/2008
306,300,1/23/2008
79,99,1/23/2008
185,159,1/23/2008
148,172,1/23/2008
EXPORTS,56,1/24/2008
79,25,1/24/2008
278,275,1/24/2008
278,278,1/24/2008
306,97,1/24/2008
306,278,1/24/2008
79,151,1/24/2008
nick,23,1/24/2008
185,150,1/24/2008
en,3,1/24/2008
EXPORTS,19,1/25/2008
79,28,1/25/2008
EN,14,1/25/2008
278,300,1/25/2008
278,250,1/25/2008
306,170,1/25/2008
306,250,1/25/2008
79,143,1/25/2008
918,64,1/25/2008
NICK,64,1/25/2008
185,163,1/25/2008
148,163,1/25/2008
79,3,1/28/2008
EX,200,1/28/2008
EN,10,1/28/2008
278,225,1/28/2008
278,325,1/28/2008
306,121,1/28/2008
306,325,1/28/2008
185,164,1/28/2008
79,161,1/28/2008
EX,78,1/29/2008
79,25,1/29/2008
91,10,1/29/2008
278,300,1/29/2008
278,250,1/29/2008
306,263,1/29/2008
306,250,1/29/2008
79,181,1/29/2008
477,143,1/29/2008
ns,50,1/29/2008
918,50,1/29/2008
185,143,1/29/2008
ex,96,1/30/2008
79,11,1/30/2008
en,3,1/30/2008
278,275,1/30/2008
278,268,1/30/2008
306,118,1/30/2008
306,268,1/30/2008
79,219,1/30/2008
930,165,1/30/2008
477,16,1/30/2008
ex,17,1/31/2008
79,16,1/31/2008
278,300,1/31/2008
278,250,1/31/2008
306,300,1/31/2008
306,250,1/31/2008
79,2,1/31/2008
79,109,1/31/2008
278,260,10/4/2007
306,104,10/4/2007
306,260,10/4/2007
79,125,10/4/2007
79,144,10/4/2007
185,150,10/4/2007
185,150,10/4/2007
965,125,10/4/2007
965,125,10/4/2007
918,50,10/4/2007
909,28,10/4/2007
904,28,10/4/2007
106,10,10/4/2007
exports,30,10/5/2007
79,10,10/5/2007
278,229,10/5/2007
278,258,10/5/2007
306,229,10/5/2007
306,258,10/5/2007
79,61,10/5/2007
79,137,10/5/2007
185,142,10/5/2007
965,142,10/5/2007
exp,110,10/8/2007
79,7,10/8/2007
278,275,10/8/2007
278,275,10/8/2007
306,102,10/8/2007
306,275,10/8/2007
79,104,10/8/2007
904,100,10/8/2007
965,100,10/8/2007
106,49,10/8/2007
exp,31,10/9/2007
79,10,10/9/2007
278,250,10/9/2007
278,300,10/9/2007
306,207,10/9/2007
306,300,10/9/2007
79,152,10/9/2007
904,137,10/9/2007
965,137,10/9/2007
918,77,10/9/2007
909,50,10/9/2007
106,53,10/9/2007
exp,93,10/10/2007
79,31,10/10/2007
278,275,10/10/2007
278,275,10/10/2007
306,51,10/10/2007
306,275,10/10/2007
79,57,10/10/2007
904,116,10/10/2007
965,116,10/10/2007
918,100,10/10/2007
909,65,10/10/2007
106,8,10/10/2007
exp,27,10/11/2007
79,10,10/11/2007
278,250,10/11/2007
278,300,10/11/2007
306,148,10/11/2007
306,300,10/11/2007
79,122,10/11/2007
904,127,10/11/2007
965,127,10/11/2007
930,100,1/31/2008
477,76,1/31/2008
918,60,1/31/2008
en,9,1/31/2008
ex,26,2/1/2008
79,15,2/1/2008
278,275,2/1/2008
278,275,2/1/2008
306,121,2/1/2008
306,275,2/1/2008
79,128,2/1/2008
930,165,2/1/2008
477,7,2/1/2008
NS,25,2/1/2008
918,37,2/1/2008
EN,8,2/1/2008
EX,229,2/4/2008
185,17,2/4/2008
91,4,2/4/2008
278,210,2/4/2008
306,82,2/4/2008
278,340,2/4/2008
306,340,2/4/2008
477,200,2/4/2008
918,75,2/4/2008
EX,43,2/5/2008
185,13,2/5/2008
185,33,2/5/2008
278,300,2/5/2008
278,275,2/5/2008
306,300,2/5/2008
306,275,2/5/2008
930,22,2/5/2008
930,178,2/5/2008
477,178,2/5/2008
148,151,2/5/2008
en,7,2/5/2008
EX,75,2/6/2008
79,2,2/6/2008
278,250,2/6/2008
278,300,2/6/2008
306,165,2/6/2008
306,300,2/6/2008
79,182,2/6/2008
930,200,2/6/2008
974,25,2/6/2008
918,75,2/6/2008
en,22,2/6/2008
79,10,2/7/2008
EX,54,2/7/2008
EN,25,2/7/2008
278,250,2/7/2008
278,288,2/7/2008
306,24,2/7/2008
306,300,2/7/2008
79,207,2/7/2008
930,161,2/7/2008
EX,36,2/8/2008
79,23,2/8/2008
EN,27,2/8/2008
278,275,2/8/2008
278,275,2/8/2008
306,124,2/8/2008
306,275,2/8/2008
79,186,2/8/2008
930,160,2/8/2008
ex,72,2/11/2008
79,14,2/11/2008
en,24,2/11/2008
278,265,2/11/2008
278,310,2/11/2008
306,158,2/11/2008
306,310,2/11/2008
79,60,2/11/2008
930,166,2/11/2008
91,2,2/11/2008
EX,183,2/12/2008
79,14,2/12/2008
EN,4,2/12/2008
278,250,2/12/2008
278,250,10/3/2007
278,300,10/3/2007
306,211,10/3/2007
306,300,10/3/2007
79,201,10/3/2007
965,157,10/3/2007
106,16,10/3/2007
exports,24,10/4/2007
79,37,10/4/2007
306,45,2/12/2008
930,150,2/12/2008
278,350,2/12/2008
306,300,2/12/2008
930,200,2/12/2008
237,134,2/12/2008
237,141,2/12/2008
145,94,2/12/2008
ex,121,2/13/2008
79,13,2/13/2008
278,260,2/13/2008
278,303,2/13/2008
306,109,2/13/2008
306,303,2/13/2008
79,140,2/13/2008
930,183,2/13/2008
79,17,2/14/2008
EX,28,2/14/2008
EN,11,2/14/2008
278,250,2/14/2008
278,300,2/14/2008
306,44,2/14/2008
306,300,2/14/2008
79,54,2/14/2008
930,181,2/14/2008
974,11,2/14/2008
EN,6,2/14/2008
ex,24,2/15/2008
en,6,2/15/2008
278,253,2/15/2008
278,285,2/15/2008
306,285,2/15/2008
930,155,2/15/2008
79,21,2/15/2008
ex,62,2/18/2008
79,4,2/18/2008
EN,4,2/18/2008
278,300,2/18/2008
278,250,2/18/2008
306,300,2/18/2008
306,250,2/18/2008
79,102,2/18/2008
79,131,2/18/2008
930,164,2/18/2008
79,10,2/19/2008
ex,69,2/19/2008
en,15,2/19/2008
278,275,2/19/2008
278,258,2/19/2008
306,275,2/19/2008
306,258,2/19/2008
79,5,2/19/2008
79,141,2/19/2008
930,175,2/19/2008
185,82,2/19/2008
EX,53,2/20/2008
79,21,2/20/2008
278,250,2/20/2008
278,283,2/20/2008
306,211,2/20/2008
306,283,2/20/2008
79,169,2/20/2008
930,200,2/20/2008
185,126,2/20/2008
EN,2,2/20/2008
79,13,2/21/2008
EX,52,2/21/2008
278,255,2/21/2008
278,295,2/21/2008
306,78,2/21/2008
306,295,2/21/2008
79,108,2/21/2008
930,184,2/21/2008
en,4,2/21/2008
EX,16,2/22/2008
79,9,2/22/2008
79,7,2/25/2008
ex,250,2/25/2008
79,22,2/26/2008
EX,85,2/26/2008
91,17,2/26/2008
176,40,2/27/2008
278,42,2/27/2008
306,42,2/27/2008
930,41,2/27/2008
EX,99,2/27/2008
CA,18,2/27/2008
EN,7,2/27/2008
79,20,2/28/2008
EX,60,2/28/2008
910,60,2/28/2008
278,300,2/28/2008
278,235,2/28/2008
306,86,2/28/2008
306,235,2/28/2008
79,135,2/28/2008
930,117,2/28/2008
106,21,2/28/2008
ex,38,2/29/2008
79,4,2/29/2008
278,260,2/29/2008
278,290,2/29/2008
306,88,2/29/2008
306,290,2/29/2008
79,75,2/29/2008
930,173,2/29/2008
91,9,2/29/2008
ex,101,3/3/2008
79,5,3/3/2008
185,172,3/3/2008
306,300,3/3/2008
306,246,3/3/2008
79,11,3/3/2008
79,193,3/3/2008
930,200,3/3/2008
974,30,3/3/2008
8000,30,3/3/2008
en,34,3/3/2008
79,72,3/4/2008
EX,52,3/4/2008
EX,90,3/5/2008
79,37,3/5/2008
EN,8,3/5/2008
278,275,3/5/2008
278,250,3/5/2008
306,198,3/5/2008
306,250,3/5/2008
79,217,3/5/2008
930,199,3/5/2008
ex,40,3/6/2008
79,6,3/6/2008
278,275,3/6/2008
278,275,3/6/2008
306,218,3/6/2008
306,275,3/6/2008
79,80,3/6/2008
930,189,3/6/2008
en,25,3/6/2008
176,57,3/10/2008
278,250,3/10/2008
306,250,3/10/2008
930,184,3/10/2008
EX,36,3/10/2008
CA,19,3/10/2008
79,73,3/10/2008
79,32,3/11/2008
EX,79,3/11/2008
278,250,3/11/2008
278,275,3/11/2008
306,239,3/11/2008
306,275,3/11/2008
930,220,3/11/2008
79,242,3/11/2008
EN,22,3/11/2008
ex,37,3/12/2008
79,13,3/12/2008
91,3,3/12/2008
278,275,3/12/2008
278,250,3/12/2008
306,167,3/12/2008
306,250,3/12/2008
930,182,3/12/2008
79,188,3/12/2008
EX,41,3/13/2008
79,18,3/13/2008
278,265,3/13/2008
278,285,3/13/2008
306,116,3/13/2008
306,285,3/13/2008
930,225,3/13/2008
79,228,3/13/2008
974,6,3/13/2008
en,15,3/13/2008
ex,40,3/14/2008
79,28,3/14/2008
278,250,3/14/2008
278,287,3/14/2008
306,169,3/14/2008
306,287,3/14/2008
930,210,3/14/2008
79,69,3/14/2008
en,6,3/14/2008
79,16,3/17/2008
exp,15,3/17/2008
en,1,3/17/2008
278,325,3/17/2008
278,200,3/17/2008
306,229,3/17/2008
306,200,3/17/2008
930,161,3/17/2008
79,119,3/17/2008
185,175,3/17/2008
en,10,3/17/2008
79,18,3/18/2008
EX,40,3/18/2008
278,281,3/18/2008
278,244,3/18/2008
306,281,3/18/2008
306,244,3/18/2008
930,200,3/18/2008
930,175,3/18/2008
79,129,3/18/2008
185,113,3/18/2008
en,10,3/18/2008
79,47,3/19/2008
EX,37,3/19/2008
EN,19,3/19/2008
278,254,3/19/2008
278,271,3/19/2008
306,190,3/19/2008
306,271,3/19/2008
930,213,3/19/2008
79,169,3/19/2008
974,18,3/19/2008
,0,3/19/2008
79,43,3/20/2008
ex,40,3/20/2008
79,16,3/21/2008
ex,67,3/21/2008
278,250,3/21/2008
278,285,3/21/2008
306,147,3/21/2008
306,285,3/21/2008
930,180,3/21/2008
79,89,3/21/2008
en,10,3/21/2008
ex,25,3/24/2008
en,8,3/24/2008
306,225,3/24/2008
306,325,3/24/2008
930,13,3/24/2008
930,263,3/24/2008
79,221,3/24/2008
79,27,3/25/2008
EX,74,3/25/2008
278,265,3/25/2008
278,260,3/25/2008
306,188,3/25/2008
306,260,3/25/2008
930,200,3/25/2008
79,145,3/25/2008
185,219,3/25/2008
en,11,3/25/2008
185,24,3/25/2008
79,21,3/26/2008
ex,58,3/26/2008
278,275,3/26/2008
278,250,3/26/2008
306,125,3/26/2008
306,250,3/26/2008
930,175,3/26/2008
79,182,3/26/2008
en,13,3/26/2008
278,250,3/27/2008
278,285,3/27/2008
306,100,3/27/2008
306,285,3/27/2008
148,206,3/27/2008
185,11,3/27/2008
185,110,3/27/2008
E,95,3/27/2008
EN,15,3/27/2008
,,3/27/2008
ex,25,3/28/2008
79,4,3/28/2008
,,3/28/2008
EX,225,3/31/2008
79,16,3/31/2008
185,165,3/31/2008
306,243,3/31/2008
306,300,3/31/2008
930,115,3/31/2008
79,150,3/31/2008
148,152,3/31/2008
en,22,3/31/2008
79,28,4/1/2008
e,44,4/1/2008
278,275,4/1/2008
278,275,4/1/2008
306,275,4/1/2008
306,275,4/1/2008
930,75,4/1/2008
930,183,4/1/2008
79,194,4/1/2008
974,33,4/1/2008
EN,14,4/1/2008
EXP,24,4/2/2008
CAN,133,4/2/2008
79,13,4/2/2008
91,20,4/2/2008
185,25,4/3/2008
EX,38,4/3/2008
278,259,4/3/2008
278,266,4/3/2008
306,32,4/3/2008
306,266,4/3/2008
930,190,4/3/2008
185,244,4/3/2008
en,15,4/3/2008
148,240,4/3/2008
EXP,88,4/4/2008
EN,9,4/4/2008
278,250,4/4/2008
278,275,4/4/2008
306,6,4/4/2008
306,275,4/4/2008
930,139,4/4/2008
79,173,4/4/2008
79,2,4/4/2008
,,4/4/2008
EXP,177,4/7/2008
79,6,4/7/2008
278,250,4/7/2008
278,275,4/7/2008
306,83,4/7/2008
306,275,4/7/2008
930,175,4/7/2008
79,131,4/7/2008
185,244,4/7/2008
en,12,4/7/2008
79,31,4/8/2008
EXPORTS,40,4/8/2008
278,275,4/8/2008
278,275,4/8/2008
306,275,4/8/2008
306,275,4/8/2008
930,121,4/8/2008
930,201,4/8/2008
79,207,4/8/2008
185,189,4/8/2008
148,68,4/8/2008
en,4,4/8/2008
E,89,4/9/2008
79,31,4/9/2008
278,275,4/9/2008
278,250,4/9/2008
306,185,4/9/2008
306,250,4/9/2008
148,150,4/9/2008
79,169,4/9/2008
974,29,4/9/2008
en,11,4/9/2008
exports,23,4/10/2008
79,10,4/10/2008
278,236,4/10/2008
278,289,4/10/2008
306,80,4/10/2008
306,289,4/10/2008
930,165,4/10/2008
en,5,4/10/2008
79,34,4/11/2008
exports,10,4/11/2008
91,49,4/11/2008
exp,159,4/14/2008
79,9,4/14/2008
91,6,4/14/2008
278,257,4/14/2008
278,293,4/14/2008
306,97,4/14/2008
306,293,4/14/2008
930,225,4/14/2008
79,187,4/14/2008
974,69,4/14/2008
,0,4/14/2008
79,71,4/15/2008
EX,33,4/15/2008
278,250,4/15/2008
278,300,4/15/2008
306,214,4/15/2008
306,300,4/15/2008
930,247,4/15/2008
974,35,4/15/2008
185,215,4/15/2008
106,6,4/15/2008
79,241,4/15/2008
79,14,4/16/2008
EX,91,4/16/2008
278,225,4/16/2008
278,318,4/16/2008
306,134,4/16/2008
306,318,4/16/2008
930,201,4/16/2008
79,80,4/16/2008
974,22,4/16/2008
106,11,4/16/2008
ex,18,4/17/2008
79,28,4/17/2008
278,300,4/17/2008
278,142,4/17/2008
306,25,4/17/2008
306,250,4/17/2008
930,200,4/17/2008
79,159,4/17/2008
974,100,4/17/2008
106,9,4/17/2008
ex,7,4/18/2008
79,3,4/18/2008
278,251,4/18/2008
278,224,4/18/2008
306,216,4/18/2008
306,224,4/18/2008
930,169,4/18/2008
79,22,4/18/2008
974,70,4/18/2008
106,8,4/18/2008
ex,223,4/21/2008
79,7,4/21/2008
278,20,4/21/2008
278,325,4/21/2008
306,225,4/21/2008
306,325,4/21/2008
930,122,4/21/2008
930,119,4/21/2008
*974,77,4/21/2008
106,3,4/21/2008
ex,61,4/22/2008
79,46,4/22/2008
278,275,4/22/2008
278,275,4/22/2008
306,269,4/22/2008
306,275,4/22/2008
930,200,4/22/2008
79,4,4/22/2008
974,63,4/22/2008
185,102,4/22/2008
185,76,4/22/2008
EN,10,4/22/2008
79,6,4/23/2008
EX,34,4/23/2008
278,225,4/23/2008
278,300,4/23/2008
Honda,9,5/30/2008
79,24,6/2/2008
e,153,6/2/2008
ex,35,6/3/2008
79,34,6/3/2008
278,225,6/3/2008
278,325,6/3/2008
306,180,6/3/2008
306,325,6/3/2008
930,107,6/3/2008
79,120,6/3/2008
en,14,6/3/2008
ex,61,6/4/2008
79,44,6/4/2008
ex,68,6/5/2008
79,31,6/5/2008
185,11,6/6/2008
EX,44,6/6/2008
278,275,6/6/2008
278,250,6/6/2008
306,61,6/6/2008
306,250,6/6/2008
930,198,6/6/2008
992,131,6/6/2008
en,3,6/6/2008
EX,60,6/9/2008
79,3,6/9/2008
992,22,6/9/2008
278,265,6/9/2008
278,285,6/9/2008
306,2,6/9/2008
306,285,6/9/2008
930,178,6/9/2008
79,81,6/9/2008
en,5,6/9/2008
ex,20,6/10/2008
79,31,6/10/2008
278,200,6/10/2008
278,325,6/10/2008
306,78,6/10/2008
306,325,6/10/2008
930,235,6/10/2008
906,26,6/10/2008
992,14,6/10/2008
en,12,6/10/2008
ex,6,6/11/2008
79,44,6/11/2008
en,12,6/11/2008
278,250,6/11/2008
278,300,6/11/2008
306,250,6/11/2008
306,300,6/11/2008
930,11,6/11/2008
930,164,6/11/2008
906,49,6/11/2008
992,75,6/11/2008
EX,55,6/12/2008
79,10,6/12/2008
278,190,6/12/2008
278,265,6/12/2008
306,265,6/12/2008
930,196,6/12/2008
79,103,6/12/2008
992,33,6/12/2008
en,6,6/12/2008
ex,17,6/13/2008
79,10,6/13/2008
278,250,6/13/2008
278,300,6/13/2008
306,210,6/13/2008
306,300,6/13/2008
930,200,6/13/2008
79,50,6/13/2008
en,6,6/13/2008
EX,181,6/16/2008
79,8,6/16/2008
278,240,6/16/2008
278,306,6/16/2008
306,33,6/16/2008
306,306,6/16/2008
79,23,6/16/2008
906,25,6/16/2008
992,25,6/16/2008
en,13,6/16/2008
ex,15,6/17/2008
79,36,6/17/2008
278,300,6/17/2008
306,300,6/17/2008
306,216,6/17/2008
930,136,6/17/2008
930,239,6/17/2008
en,4,6/17/2008
ex,103,6/18/2008
79,8,6/18/2008
278,225,6/18/2008
278,275,6/18/2008
